record_origin,#,card_id,البنك (عربي),البنك (إنجليزي),نوع الكيان,اسم البطاقة,الشبكة,الفئة/المستوى,فئة الحساب,برنامج الولاء,نوع المكافأة,نوع المنتج,شريك فرسان؟,مستوى الثقة (calcTier),الرسوم السنوية (كما وردت),تصنيف الرسوم,أبرز المزايا/الملاحظات,مصدر البيانات,تاريخ آخر مراجعة,ملاحظة للفريق,chrome_exact_id_evidence,identity_status,bank_section,card_name,network,tier,account_segment,loyalty_program,reward_type,product_type,calc_tier,annual_fee,benefits,source,source_date,source_file,table_no,row_no
original_master,11,ALJAZIRA-01,بنك الجزيرة,Bank Aljazira,bank,بطاقة فيزا الكلاسيكية,Visa,كلاسيك,عادي,-,,بطاقة ائتمانية,,precise,150 ريال,مبلغ محدد,بطاقة ائتمانية أساسية,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=mokafaaty-visa-classic (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 0.5 نقطة/ريال محلي، 0.75 نقطة/ريال دولي (Mokafaaty). APR 41.88%",,master_only,,,,,,,,,,,,,,,,
original_master,12,ALJAZIRA-02,بنك الجزيرة,Bank Aljazira,bank,بطاقة فيزا البلاتينية,Visa,بلاتينيوم,عادي,-,,بطاقة ائتمانية,,precise,200 ريال,مبلغ محدد,مزايا مستوى بلاتينيوم القياسية,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=mokafaaty-visa-platinum (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). | ⚠ تعارض APR: 42.25% (مرجع سابق) مقابل قراءات آلية غير معتمدة (26.4%) من محاولات WebFetch فاشلة — غير محسوم. || تحديث Claude in Chrome 2026-07-28: اكتساب: 0.75 نقطة/ريال محلي، 1.13 نقطة/ريال دولي (Mokafaaty). APR 41.88% (تصحيح — كانت مسجَّلة خطأً 42.25% وهو رقم بطاقة Mastercard Platinum المنفصلة) ⚠ تعارض الهوية السابق محلول بالكامل: Visa Platinum وMastercard Platinum بطاقتان حقيقيتان منفصلتان بنفس الرسم (200) وAPR مختلف — لا خطأ استخراج، لكن سجلنا كان يحمل رقم Mastercard خطأً تحت بطاقة Visa. تم التصحيح.",,master_only,,,,,,,,,,,,,,,,
original_master,13,ALJAZIRA-03,بنك الجزيرة,Bank Aljazira,bank,بطاقة فيزا انفينيت,Visa,إنفينيت,مميز,-,,بطاقة ائتمانية,,precise,700 ريال,مبلغ محدد,مزايا مستوى إنفينيت القياسية,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=mokafaaty-visa-infinite (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 1.25 نقطة/ريال محلي، 1.75 نقطة/ريال دولي (Mokafaaty). APR 39.50%",,master_only,,,,,,,,,,,,,,,,
original_master,14,ALJAZIRA-05,بنك الجزيرة,Bank Aljazira,bank,بطاقة أجواء البلاتينية,Visa,بلاتينيوم (مكافآت أجواء),عادي,برنامج أجواء (Bank Aljazira),نقاط قابلة للاسترداد سفر,بطاقة ائتمانية,,precise,300 ريال,مبلغ محدد,نقاط مكافآت أجواء قابلة للاسترداد مقابل السفر والفنادق والتسوق,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=ajwaa-visa-platinum (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 1.5 نقطة/ريال محلي، 2.25 نقطة/ريال دولي (Ajwaa). APR 42.99%",,master_only,,,,,,,,,,,,,,,,
original_master,15,ALJAZIRA-06,بنك الجزيرة,Bank Aljazira,bank,بطاقة أجواء سيجنتشر,Visa,سيجنتشر (مكافآت أجواء),مميز,برنامج أجواء (Bank Aljazira),نقاط قابلة للاسترداد سفر,بطاقة ائتمانية,,precise,500 ريال,مبلغ محدد,نقاط مكافآت أجواء أعلى من فئة البلاتينية,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=ajwaa-visa-signature (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 2.25 نقطة/ريال محلي، 3 نقطة/ريال دولي (Ajwaa). APR 40.95%",,master_only,,,,,,,,,,,,,,,,
original_master,16,ALJAZIRA-07,بنك الجزيرة,Bank Aljazira,bank,بطاقة أجواء انفينيت,Visa,إنفينيت (مكافآت أجواء),مميز,برنامج أجواء (Bank Aljazira),نقاط قابلة للاسترداد سفر,بطاقة ائتمانية,,precise,900 ريال,مبلغ محدد,"دخول مجاني لأكثر من 1,200 صالة مطار عبر Dragon Pass؛ 3.5 نقطة مقابل كل 1 ريال دولي؛ 2.5 نقطة مقابل كل 1 ريال محلي؛ 6 رحلات مجانية من/إلى المطار مع Careem؛ النقاط قابلة للاسترداد مقابل تذاكر السفر والفنادق والسيارات والتسوق",https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=ajwaa-visa-infinite (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 2.5 نقطة/ريال محلي، 3.5 نقطة/ريال دولي (Ajwaa). APR 40.95%",,master_only,,,,,,,,,,,,,,,,
original_master,17,ALJAZIRA-08,بنك الجزيرة,Bank Aljazira,bank,أجواء فيزا بلس,Visa,Plus (Ajwaa),,Ajwaa Rewards,نقاط,بطاقة ائتمانية,,precise,200 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=ajwaa-visa-plus (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 1.5 نقطة/ريال محلي، 2.25 نقطة/ريال دولي (Ajwaa). APR 42.25% بونص متكرر (وليس ترحيبي لمرة واحدة): 15,000 نقطة كل ربع سنة عند إنفاق 10,000 ريال دوليًا خلال 3 أشهر — نص حرفي: ""Earn 15,000 quarterly bonus points upon spending 10,000 on international transactions every 3 months"". لم يُذكر صراحة اقتصاره على عملاء جدد.",,master_only,,,,,,,,,,,,,,,,
original_master,18,ALJAZIRA-09,بنك الجزيرة,Bank Aljazira,bank,أجواء فيزا ديجيتال,Visa,Digital (Ajwaa),,Ajwaa Rewards,نقاط,بطاقة ائتمانية,,precise,50 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=ajwaa-visa-digital (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 0.5 نقطة/ريال محلي، 1 نقطة/ريال دولي (Ajwaa). APR غير مذكور — سداد كامل إلزامي (Full Payment)",,master_only,,,,,,,,,,,,,,,,
original_master,19,ALJAZIRA-10,بنك الجزيرة,Bank Aljazira,bank,ماستركارد وورلد إيليت,Mastercard,World Elite — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,Mokafaaty,نقاط,بطاقة ائتمانية,,precise,"1,000 ريال",مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=mokafaaty-mc-world-elite (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 1.25 نقطة/ريال محلي، 1.75 نقطة/ريال دولي (Mokafaaty). APR 36.57% | تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا.",,master_only,,,,,,,,,,,,,,,,
original_master,20,ALJAZIRA-11,بنك الجزيرة,Bank Aljazira,bank,ماستركارد البلاتينية,Mastercard,Platinum,عادي,Mokafaaty,نقاط,بطاقة ائتمانية,,precise,200 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=mokafaaty-master-platinum (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). || تحديث Claude in Chrome 2026-07-28: اكتساب: 0.75 نقطة/ريال محلي، 1.13 نقطة/ريال دولي (Mokafaaty). APR 42.25%",,master_only,,,,,,,,,,,,,,,,
original_master,21,ALJAZIRA-12,بنك الجزيرة,Bank Aljazira,bank,فيزا العملات,Visa,Multi-Currency Prepaid,عادي,لا يوجد,لا يوجد,مسبقة الدفع (Prepaid),,precise,75 ريال (+75 ريال رسوم إصدار),مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=low-limit-visa-multi-currency (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). بطاقة Prepaid — لا بند خاص لها بالاتفاقية العامة، فجوة توثيقية. || تحديث Claude in Chrome 2026-07-28: اكتساب: لا يوجد برنامج نقاط (لا تبويبة Rewards على صفحتها). لا ينطبق — بلا تفويق/Tawarruq",,master_only,,,,,,,,,,,,,,,,
original_master,22,ALJAZIRA-13,بنك الجزيرة,Bank Aljazira,bank,فيزا ذات الحد المنخفض (طموح),Visa,Low-Limit (طموح),عادي,لا يوجد,لا يوجد,بطاقة ائتمانية,,precise,100 ريال,مبلغ محدد,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,https://www.aljazirabank.com.sa/en-us/personal/credit-cards?cc=low-limit-visa-tomouh (Claude in Chrome، صفحة حية مباشرة، Last review on 2026-07-28),2026-07-28,"أول تدقيق لهذا البنك بالمشروع. الملف اتفاقية عامة موحّدة (13 صفحة) بلا جدول رسوم/اكتساب لكل فئة (يُحيل لـ""جدول رسوم"" خارجي غير مرفق) — لا ترقية calcTier. حقائق عامة مؤكدة تنطبق على الجميع: حد أدنى سداد 5%/200 ريال، كشف يوم 10، سماح 25 يوم، دولي 2%+ضريبة. برنامجا ولاء منفصلان: Mokafaaty (نقاط، بطاقات 01/02/03/10/11) وAjwaa (أميال، بطاقات 05-09). عُثر على إشارة لمستند إفصاح أولي مخصص لكن القراءة الآلية غير موثوقة — لم تُعتمد. || تحديث Claude in Chrome 2026-07-28: اكتساب: لا ينطبق (لا برنامج نقاط). لا ""APR"" مذكور — هامش تفويق شهري 2.20% / سنوي 26.40%",,master_only,,,,,,,,,,,,,,,,
original_master,23,ALNP-01,الإنماء باي (Alinma Pay),Alinma Pay,digital_wallet,بطاقة الكاش باك بلاتينيوم,Visa,Platinum,عادي,كاش باك Alinma Pay,كاش باك,مسبقة الدفع (Prepaid),,estimated,بدون رسوم إصدار وبدون رسوم سنوية,مجاني مدى الحياة,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,24,ALNP-02,الإنماء باي (Alinma Pay),Alinma Pay,digital_wallet,بطاقة الكاش باك سيجنتشر,Visa,Signature,مميز,كاش باك Alinma Pay,كاش باك,مسبقة الدفع (Prepaid),,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت ضمن دفعة البنوك الرقمية/المحافظ الإلكترونية بطلب المستخدم، بعد استبعادها سابقًا (2026-07-23). هذه ليست بطاقات ائتمانية تقليدية (بلا حد ائتماني/فائدة) — راجع ملاحظة الفريق.,,master_only,,,,,,,,,,,,,,,,
original_master,25,ANB-01,البنك العربي الوطني (ANB),Arab National Bank,bank,Mastercard World Elite,Mastercard,وورلد إيليت — فائقة التميز / دعوة حصرية (Super-Premium / Invitation-Only),مميز,برنامج مكافآت anb,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,دخول مجاني لصالات المطارات حول العالم؛ مكافآت anb؛ تحويل نقدي؛ بطاقات إضافية مجانية؛ سحب نقدي محلي/دولي حتى 30% من الحد الائتماني؛ تأمين سفر وطبي؛ خصومات فنادق IHG حتى 15%؛ خصم Avis وBudget لتأجير السيارات؛ توصيل مجاني من/إلى المطار مع Careem؛ عروض Booking.com وTrip.com وZEE5 وShahid وExpressVPN وغي,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,تصنيف موحَّد 2026-07-29: أُدرجت ضمن فئة 'فائقة التميز/دعوة حصرية' الجديدة (قرار موسَّع على كل الملف بعد إقرار المستخدم، بدءًا من حالة SNB-16) — تُطبَّق على كل بطاقات World Elite/World Legend/World Legend Exclusive/Infinite Privilege بالملف لتوحيد المسمى عبر كل البنوك بدل تفاوتها سابقًا.,"{""card_id"": ""ANB-01"", ""bank_section"": ""ANB Bank"", ""card_name"": ""anb Visa Infinite Privilege Credit Card"", ""network"": ""Visa"", ""tier"": ""Infinite Privilege — **فائقة التميز/دعوة حصرية (Super-Premium / Invitation-Only/UHNW)**"", ""account_segment"": ""مسوّقة لعملاء affluent/UHNW؛ شرط ANB الدقيق غير منشور بصفحة البطاقة"", ""loyalty_program"": ""anb rewards"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise، عدا الدولي المتعارض"", ""annual_fee"": ""SAR 3,000"", ""benefits"": ""صالات غير محدودة + ضيفان، concierge، نقل/valet"", ""source"": ""[التعرفة](https://anb.com.sa/documents/55607/0/Tariff%2BLeaflet-EA%2BFA%2BReport%2BEN4.pdf/62b1f761-06a7-4527-1d7e-c36a9b28e313?t=1770817099979)، [الصالات](https://anb.com.sa/web/anb/airport-lounges)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""7"", ""row_no"": ""1""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,26,ANB-02,البنك العربي الوطني (ANB),Arab National Bank,bank,Visa Platinum,Visa,بلاتينيوم,عادي,برنامج مكافآت anb,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,دخول مجاني لصالات المطارات حول العالم؛ مكافآت anb؛ خدمة الاستقبال والمساعدة (YQ)؛ خدمة Dine and Travel عبر Dragon Pass؛ ضمان ممتد؛ حماية المشتريات,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,,"{""card_id"": ""ANB-02"", ""bank_section"": ""ANB Bank"", ""card_name"": ""Mastercard World Elite Exclusive Credit Card"", ""network"": ""Mastercard"", ""tier"": ""World Elite Exclusive — **فائقة التميز/دعوة حصرية**"", ""account_segment"": ""affluent/حصري؛ معيار رصيد أو راتب خاص بالبطاقة غير منشور"", ""loyalty_program"": ""anb rewards"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""estimated بسبب صراع الاسم/المعدل"", ""annual_fee"": ""SAR 3,000 على الأرجح؛ التعرفة تقول World Elite دون “Exclusive”"", ""benefits"": ""نقل مطار 12 محلي +6 دولي، valet حتى 72 مرة سنويًا وفق العرض"", ""source"": ""[ZAPS](https://anb.com.sa/web/anb/zaps-offer-2)، [تحديث الولاء V4](https://anb.com.sa/documents/55607/0/Loyalty_Changes%2BMarketin%2B_EN_V4.pdf/928d9989-ee2d-1882-1dcb-d05f0b5eab61?t=1754215592567)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""7"", ""row_no"": ""2""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,27,ANB-03,البنك العربي الوطني (ANB),Arab National Bank,bank,بطاقات ائتمانية إضافية (غير محددة الاسم),,يظهر في الموقع 4 بطاقات ضمن العرض التقديمي لكن لم يتضح اسم وتفاصيل البطاقتين المتبقيتين نصياً,,-,,بطاقة ائتمانية,,unavailable,غير متوفر على الموقع,غير متوفر على الموقع,غير متوفر على الموقع,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-21,يحتاج مراجعة الموقع مباشرة أو الاتصال بالبنك لمعرفة التفاصيل الكاملة,"{""card_id"": ""ANB-03"", ""bank_section"": ""ANB Bank"", ""card_name"": ""Mastercard World Elite Select Credit Card"", ""network"": ""Mastercard"", ""tier"": ""World Elite Select — **فائقة التميز**"", ""account_segment"": ""affluent؛ الشرط العددي غير منشور"", ""loyalty_program"": ""anb rewards غير محسوم"", ""reward_type"": ""نقاط، المعدل غير منشور بالجدول"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""unavailable"", ""annual_fee"": ""غير محسوم؛ التعرفة تذكر World Elite عمومًا SAR 3,000"", ""benefits"": ""نقل مطار 8 محلي +4 دولي"", ""source"": ""[نقل المطار](https://anb.com.sa/web/anb/zaps-airport-transportation)، [التعرفة](https://anb.com.sa/documents/55607/0/Tariff%2BLeaflet-EA%2BFA%2BReport%2BEN4.pdf/62b1f761-06a7-4527-1d7e-c36a9b28e313?t=1770817099979)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""7"", ""row_no"": ""3""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,28,ANB-04,البنك العربي الوطني (ANB),Arab National Bank,bank,Infinite Visa,Visa,Infinite,مميز,anb rewards,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت عبر تحديث بيانات معدل الاكتساب المقدَّم يدويًا من المستخدم (2026-07-23).,"{""card_id"": ""ANB-04"", ""bank_section"": ""ANB Bank"", ""card_name"": ""anb Visa Infinite Credit Card"", ""network"": ""Visa"", ""tier"": ""Infinite"", ""account_segment"": ""مرتبطة ببرنامج ANB Platinum في صفحة البرنامج: إيداع مباشر SAR 1,000,000، أو متوسط 3 أشهر SAR 500,000، أو راتب أكثر من SAR 30,000/راتب تقاعدي أكثر من SAR 25,000"", ""loyalty_program"": ""anb rewards"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""SAR 850؛ APR 47.05%؛ دولي 2.75% في صفحة البطاقة"", ""benefits"": ""صالات غير محدودة بعد إنفاق دولي USD 100 خلال 90 يومًا + ضيف"", ""source"": ""[البطاقة](https://anb.com.sa/web/anb/visa-infinite)، [Platinum](https://anb.com.sa/en/web/anb/platinum)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""7"", ""row_no"": ""4""}",exact_id_linked,,,,,,,,,,,,,,,,
original_master,29,ANB-05,البنك العربي الوطني (ANB),Arab National Bank,bank,MasterCard World,Mastercard,World,عادي,anb rewards,نقاط,بطاقة ائتمانية,,estimated,غير متوفر على الموقع,غير متوفر على الموقع,راجع ورقة 'معدلات الاكتساب' لمعدل الاكتساب الكامل والتفاصيل.,BICC CARD_DB (مبني من مصادر متعددة، انظر ورقة سجل التعارضات),2026-07-23,أُضيفت عبر تحديث بيانات معدل الاكتساب المقدَّم يدويًا من المستخدم (2026-07-23).,"{""card_id"": ""ANB-05"", ""bank_section"": ""ANB Bank"", ""card_name"": ""Mastercard World Credit Card"", ""network"": ""Mastercard"", ""tier"": ""World"", ""account_segment"": ""أهلية عامة: 18–75 ودخل ثابت"", ""loyalty_program"": ""anb rewards"", ""reward_type"": ""نقاط"", ""product_type"": ""ائتمانية"", ""calc_tier"": ""precise"", ""annual_fee"": ""SAR 700؛ APR 43.94%؛ دولي 2.75%"", ""benefits"": ""إعفاء سنوي عند مشتريات SAR 1,000 خلال أول 90 يومًا، ويتكرر سنويًا"", ""source"": ""[البطاقة](https://anb.com.sa/en/web/anb/mastercard-world-card)"", ""source_date"": ""2026-07-29"", ""source_file"": ""Credit Cards Terms and Conditions/03. Cards information from Claude Chrome prompt V4.md"", ""table_no"": ""7"", ""row_no"": ""5""}",exact_id_linked,,,,,,,,,,,,,,,,
